,Years In Business,percent,Year Start,Industry,Region,Capital
1,1,96.42857142857143,2009,420000 : การขายส่ง,Bangkok and Vicinity,9M-11M
2,2,94.64285714285714,2009,420000 : การขายส่ง,Bangkok and Vicinity,9M-11M
3,3,87.5,2009,420000 : การขายส่ง,Bangkok and Vicinity,9M-11M
4,4,73.21428571428572,2009,420000 : การขายส่ง,Bangkok and Vicinity,9M-11M
5,5,66.07142857142857,2009,420000 : การขายส่ง,Bangkok and Vicinity,9M-11M
6,6,64.28571428571428,2009,420000 : การขายส่ง,Bangkok and Vicinity,9M-11M
7,7,53.57142857142857,2009,420000 : การขายส่ง,Bangkok and Vicinity,9M-11M
8,8,48.214285714285715,2009,420000 : การขายส่ง,Bangkok and Vicinity,9M-11M
0,0,98.7603305785124,2009,420000 : การขายส่ง,Bangkok and Vicinity,3M-5M
1,1,94.62809917355372,2009,420000 : การขายส่ง,Bangkok and Vicinity,3M-5M
2,2,92.14876033057851,2009,420000 : การขายส่ง,Bangkok and Vicinity,3M-5M
3,3,90.08264462809917,2009,420000 : การขายส่ง,Bangkok and Vicinity,3M-5M
4,4,88.01652892561984,2009,420000 : การขายส่ง,Bangkok and Vicinity,3M-5M
5,5,73.55371900826447,2009,420000 : การขายส่ง,Bangkok and Vicinity,3M-5M
6,6,67.35537190082644,2009,420000 : การขายส่ง,Bangkok and Vicinity,3M-5M
7,7,61.98347107438016,2009,420000 : การขายส่ง,Bangkok and Vicinity,3M-5M
8,8,58.67768595041322,2009,420000 : การขายส่ง,Bangkok and Vicinity,3M-5M
9,9,55.78512396694215,2009,420000 : การขายส่ง,Bangkok and Vicinity,3M-5M
0,0,66.66666666666666,2009,420000 : การขายส่ง,Bangkok and Vicinity,7M-9M
0,0,97.77777777777777,2009,420000 : การขายส่ง,Bangkok and Vicinity,>11M
1,1,93.33333333333333,2009,420000 : การขายส่ง,Bangkok and Vicinity,>11M
2,2,91.11111111111111,2009,420000 : การขายส่ง,Bangkok and Vicinity,>11M
3,3,84.44444444444444,2009,420000 : การขายส่ง,Bangkok and Vicinity,>11M
4,4,82.22222222222223,2009,420000 : การขายส่ง,Bangkok and Vicinity,>11M
5,5,77.77777777777777,2009,420000 : การขายส่ง,Bangkok and Vicinity,>11M
0,0,94.11764705882354,2009,420000 : การขายส่ง,Bangkok and Vicinity,5M-7M
1,1,64.70588235294117,2009,420000 : การขายส่ง,Bangkok and Vicinity,5M-7M
2,2,58.8235294117647,2009,420000 : การขายส่ง,Bangkok and Vicinity,5M-7M
3,3,41.1764705882353,2009,420000 : การขายส่ง,Bangkok and Vicinity,5M-7M
0,0,99.73190348525469,2009,420000 : การขายส่ง,Eastern,<1M
1,1,91.68900804289544,2009,420000 : การขายส่ง,Eastern,<1M
2,2,86.8632707774799,2009,420000 : การขายส่ง,Eastern,<1M
3,3,83.37801608579089,2009,420000 : การขายส่ง,Eastern,<1M
4,4,79.89276139410188,2009,420000 : การขายส่ง,Eastern,<1M
5,5,59.78552278820376,2009,420000 : การขายส่ง,Eastern,<1M
6,6,52.815013404825734,2009,420000 : การขายส่ง,Eastern,<1M
7,7,47.45308310991957,2009,420000 : การขายส่ง,Eastern,<1M
8,8,41.55495978552279,2009,420000 : การขายส่ง,Eastern,<1M
9,9,37.80160857908847,2009,420000 : การขายส่ง,Eastern,<1M
0,0,97.1830985915493,2009,420000 : การขายส่ง,Eastern,1M-3M
1,1,95.77464788732394,2009,420000 : การขายส่ง,Eastern,1M-3M
2,2,56.33802816901409,2009,420000 : การขายส่ง,Eastern,1M-3M
3,3,52.11267605633803,2009,420000 : การขายส่ง,Eastern,1M-3M
4,4,45.070422535211264,2009,420000 : การขายส่ง,Eastern,1M-3M
5,5,33.80281690140845,2009,420000 : การขายส่ง,Eastern,1M-3M
6,6,30.985915492957744,2009,420000 : การขายส่ง,Eastern,1M-3M
0,0,50.0,2009,420000 : การขายส่ง,Eastern,9M-11M
0,0,93.75,2009,420000 : การขายส่ง,Eastern,3M-5M
1,1,68.75,2009,420000 : การขายส่ง,Eastern,3M-5M
2,2,62.5,2009,420000 : การขายส่ง,Eastern,3M-5M
0,0,75.0,2009,420000 : การขายส่ง,Eastern,5M-7M
1,1,50.0,2009,420000 : การขายส่ง,Eastern,5M-7M
0,0,96.61016949152543,2009,420000 : การขายส่ง,Northern,<1M
1,1,90.67796610169492,2009,420000 : การขายส่ง,Northern,<1M
2,2,86.4406779661017,2009,420000 : การขายส่ง,Northern,<1M
3,3,84.18079096045197,2009,420000 : การขายส่ง,Northern,<1M
4,4,83.05084745762711,2009,420000 : การขายส่ง,Northern,<1M
5,5,68.07909604519774,2009,420000 : การขายส่ง,Northern,<1M
6,6,58.47457627118644,2009,420000 : การขายส่ง,Northern,<1M
7,7,48.30508474576271,2009,420000 : การขายส่ง,Northern,<1M
8,8,44.067796610169495,2009,420000 : การขายส่ง,Northern,<1M
9,9,40.96045197740113,2009,420000 : การขายส่ง,Northern,<1M
0,0,97.29729729729729,2009,420000 : การขายส่ง,Northern,1M-3M
1,1,90.54054054054055,2009,420000 : การขายส่ง,Northern,1M-3M
2,2,89.1891891891892,2009,420000 : การขายส่ง,Northern,1M-3M
3,3,87.83783783783784,2009,420000 : การขายส่ง,Northern,1M-3M
4,4,82.43243243243244,2009,420000 : การขายส่ง,Northern,1M-3M
5,5,71.62162162162161,2009,420000 : การขายส่ง,Northern,1M-3M
6,6,63.513513513513516,2009,420000 : การขายส่ง,Northern,1M-3M
7,7,59.45945945945946,2009,420000 : การขายส่ง,Northern,1M-3M
8,8,52.7027027027027,2009,420000 : การขายส่ง,Northern,1M-3M
9,9,40.54054054054054,2009,420000 : การขายส่ง,Northern,1M-3M
0,0,0.0,2009,420000 : การขายส่ง,Northern,9M-11M
0,0,95.23809523809524,2009,420000 : การขายส่ง,Northern,3M-5M
1,1,80.95238095238095,2009,420000 : การขายส่ง,Northern,3M-5M
2,2,61.904761904761905,2009,420000 : การขายส่ง,Northern,3M-5M
3,3,57.142857142857146,2009,420000 : การขายส่ง,Northern,3M-5M
0,0,0.0,2009,420000 : การขายส่ง,Northern,>11M
0,0,98.67109634551495,2009,420000 : การขายส่ง,Northeastern,<1M
1,1,90.03322259136212,2009,420000 : การขายส่ง,Northeastern,<1M
2,2,86.7109634551495,2009,420000 : การขายส่ง,Northeastern,<1M
3,3,85.04983388704319,2009,420000 : การขายส่ง,Northeastern,<1M
4,4,81.06312292358804,2009,420000 : การขายส่ง,Northeastern,<1M
5,5,63.78737541528239,2009,420000 : การขายส่ง,Northeastern,<1M
6,6,57.80730897009967,2009,420000 : การขายส่ง,Northeastern,<1M
7,7,53.820598006644516,2009,420000 : การขายส่ง,Northeastern,<1M
8,8,49.16943521594684,2009,420000 : การขายส่ง,Northeastern,<1M
9,9,44.18604651162791,2009,420000 : การขายส่ง,Northeastern,<1M
0,0,90.76923076923077,2009,420000 : การขายส่ง,Northeastern,1M-3M
1,1,89.23076923076923,2009,420000 : การขายส่ง,Northeastern,1M-3M
2,2,87.6923076923077,2009,420000 : การขายส่ง,Northeastern,1M-3M
3,3,78.46153846153845,2009,420000 : การขายส่ง,Northeastern,1M-3M
4,4,69.23076923076923,2009,420000 : การขายส่ง,Northeastern,1M-3M
5,5,63.07692307692308,2009,420000 : การขายส่ง,Northeastern,1M-3M
6,6,50.76923076923077,2009,420000 : การขายส่ง,Northeastern,1M-3M
7,7,46.15384615384615,2009,420000 : การขายส่ง,Northeastern,1M-3M
8,8,44.61538461538461,2009,420000 : การขายส่ง,Northeastern,1M-3M
0,0,92.85714285714286,2009,420000 : การขายส่ง,Northeastern,3M-5M
1,1,85.71428571428571,2009,420000 : การขายส่ง,Northeastern,3M-5M
2,2,78.57142857142857,2009,420000 : การขายส่ง,Northeastern,3M-5M
3,3,71.42857142857143,2009,420000 : การขายส่ง,Northeastern,3M-5M
4,4,64.28571428571428,2009,420000 : การขายส่ง,Northeastern,3M-5M
5,5,57.142857142857146,2009,420000 : การขายส่ง,Northeastern,3M-5M
0,0,66.66666666666666,2009,420000 : การขายส่ง,Northeastern,>11M
0,0,66.66666666666666,2009,420000 : การขายส่ง,Northeastern,5M-7M
1,1,0.0,2009,420000 : การขายส่ง,Northeastern,5M-7M
0,0,98.33333333333333,2009,420000 : การขายส่ง,Southern,<1M
1,1,92.66666666666667,2009,420000 : การขายส่ง,Southern,<1M
2,2,86.66666666666667,2009,420000 : การขายส่ง,Southern,<1M
3,3,79.33333333333333,2009,420000 : การขายส่ง,Southern,<1M
4,4,76.66666666666667,2009,420000 : การขายส่ง,Southern,<1M
5,5,54.333333333333336,2009,420000 : การขายส่ง,Southern,<1M
6,6,49.0,2009,420000 : การขายส่ง,Southern,<1M
7,7,44.666666666666664,2009,420000 : การขายส่ง,Southern,<1M
8,8,39.666666666666664,2009,420000 : การขายส่ง,Southern,<1M
9,9,35.33333333333333,2009,420000 : การขายส่ง,Southern,<1M
0,0,97.67441860465117,2009,420000 : การขายส่ง,Southern,1M-3M
1,1,94.18604651162791,2009,420000 : การขายส่ง,Southern,1M-3M
2,2,89.53488372093022,2009,420000 : การขายส่ง,Southern,1M-3M
3,3,84.88372093023256,2009,420000 : การขายส่ง,Southern,1M-3M
4,4,81.3953488372093,2009,420000 : การขายส่ง,Southern,1M-3M
5,5,50.0,2009,420000 : การขายส่ง,Southern,1M-3M
6,6,44.18604651162791,2009,420000 : การขายส่ง,Southern,1M-3M
7,7,43.02325581395349,2009,420000 : การขายส่ง,Southern,1M-3M
8,8,37.2093023255814,2009,420000 : การขายส่ง,Southern,1M-3M
9,9,32.55813953488372,2009,420000 : การขายส่ง,Southern,1M-3M
0,0,83.33333333333333,2009,420000 : การขายส่ง,Southern,9M-11M
1,1,66.66666666666666,2009,420000 : การขายส่ง,Southern,9M-11M
2,2,50.0,2009,420000 : การขายส่ง,Southern,9M-11M
0,0,96.15384615384616,2009,420000 : การขายส่ง,Southern,3M-5M
1,1,88.46153846153847,2009,420000 : การขายส่ง,Southern,3M-5M
2,2,84.61538461538461,2009,420000 : การขายส่ง,Southern,3M-5M
3,3,69.23076923076923,2009,420000 : การขายส่ง,Southern,3M-5M
4,4,57.69230769230769,2009,420000 : การขายส่ง,Southern,3M-5M
5,5,46.15384615384615,2009,420000 : การขายส่ง,Southern,3M-5M
6,6,42.30769230769231,2009,420000 : การขายส่ง,Southern,3M-5M
0,0,50.0,2009,420000 : การขายส่ง,Southern,>11M
1,1,33.33333333333333,2009,420000 : การขายส่ง,Southern,>11M
0,0,97.89473684210526,2009,420000 : การขายส่ง,Western,<1M
1,1,93.6842105263158,2009,420000 : การขายส่ง,Western,<1M
2,2,87.36842105263158,2009,420000 : การขายส่ง,Western,<1M
3,3,82.10526315789474,2009,420000 : การขายส่ง,Western,<1M
4,4,78.94736842105263,2009,420000 : การขายส่ง,Western,<1M
5,5,68.42105263157895,2009,420000 : การขายส่ง,Western,<1M
6,6,60.0,2009,420000 : การขายส่ง,Western,<1M
7,7,51.578947368421055,2009,420000 : การขายส่ง,Western,<1M
8,8,46.31578947368421,2009,420000 : การขายส่ง,Western,<1M
9,9,44.21052631578947,2009,420000 : การขายส่ง,Western,<1M
0,0,93.33333333333333,2009,420000 : การขายส่ง,Western,1M-3M
1,1,90.0,2009,420000 : การขายส่ง,Western,1M-3M
2,2,86.66666666666667,2009,420000 : การขายส่ง,Western,1M-3M
3,3,83.33333333333333,2009,420000 : การขายส่ง,Western,1M-3M
4,4,73.33333333333333,2009,420000 : การขายส่ง,Western,1M-3M
5,5,63.333333333333336,2009,420000 : การขายส่ง,Western,1M-3M
0,0,66.66666666666666,2009,420000 : การขายส่ง,Western,>11M
0,0,99.10714285714286,2009,420000 : การขายส่ง,Central,<1M
1,1,93.75,2009,420000 : การขายส่ง,Central,<1M
2,2,88.39285714285714,2009,420000 : การขายส่ง,Central,<1M
3,3,85.71428571428571,2009,420000 : การขายส่ง,Central,<1M
4,4,66.07142857142857,2009,420000 : การขายส่ง,Central,<1M
5,5,58.92857142857143,2009,420000 : การขายส่ง,Central,<1M
6,6,51.785714285714285,2009,420000 : การขายส่ง,Central,<1M
7,7,49.107142857142854,2009,420000 : การขายส่ง,Central,<1M
8,8,44.642857142857146,2009,420000 : การขายส่ง,Central,<1M
0,0,90.47619047619048,2009,420000 : การขายส่ง,Central,1M-3M
1,1,85.71428571428571,2009,420000 : การขายส่ง,Central,1M-3M
2,2,80.95238095238095,2009,420000 : การขายส่ง,Central,1M-3M
3,3,71.42857142857143,2009,420000 : การขายส่ง,Central,1M-3M
4,4,61.904761904761905,2009,420000 : การขายส่ง,Central,1M-3M
0,0,90.9090909090909,2009,420000 : การขายส่ง,Central,3M-5M
1,1,81.81818181818181,2009,420000 : การขายส่ง,Central,3M-5M
2,2,72.72727272727272,2009,420000 : การขายส่ง,Central,3M-5M
3,3,63.63636363636363,2009,420000 : การขายส่ง,Central,3M-5M
4,4,54.54545454545455,2009,420000 : การขายส่ง,Central,3M-5M
0,0,99.12603495860165,2009,440000 : การขายปลีกสินค้าทั่วไป,Bangkok and Vicinity,<1M
1,1,96.13615455381785,2009,440000 : การขายปลีกสินค้าทั่วไป,Bangkok and Vicinity,<1M
2,2,91.67433302667894,2009,440000 : การขายปลีกสินค้าทั่วไป,Bangkok and Vicinity,<1M
3,3,89.51241950321987,2009,440000 : การขายปลีกสินค้าทั่วไป,Bangkok and Vicinity,<1M
4,4,86.47654093836246,2009,440000 : การขายปลีกสินค้าทั่วไป,Bangkok and Vicinity,<1M
5,5,79.43882244710211,2009,440000 : การขายปลีกสินค้าทั่วไป,Bangkok and Vicinity,<1M
